Date,Israeli_Lines_MWs,Gaza_Power_Plant_MWs,Egyptian_Lines_MWs,Total_daily_Supply_available_in_MWs,Overall_demand_in_MWs,Power_Cuts_hours_day_400mg,Temp
2022-07-01,120,65,0,185,380.78,11,30
2022-07-02,120,65,0,185,418.08,11,30
2022-07-03,120,65,0,185,440.76,11,30
2022-07-04,108,65,0,173,425.38,10.5,32
2022-07-05,120,65,0,185,438.32,10.5,32
2022-07-06,120,65,0,185,445.52,11,30
2022-07-07,120,65,0,185,441.68,11,30
2022-07-08,120,65,0,185,430.6,11,32
2022-07-09,120,65,0,185,430.22,11.5,31
2022-07-10,120,65,0,185,366.14,12.5,31
2022-07-11,120,65,0,185,382.18,12,30
2022-07-12,120,65,0,185,407.06,12,30
2022-07-13,120,65,0,185,433.8,11,30
2022-07-14,120,65,0,185,432.64,11,29
2022-07-15,120,65,0,185,397.64,11.5,30
2022-07-16,120,65,0,185,433.96,11.5,30
2022-07-17,120,65,0,185,435.6,11,31
2022-07-18,120,62,0,182,446.54,10.5,32
2022-07-19,120,62,0,182,454.32,10,33
2022-07-20,120,62,0,182,460.1,10,33
2022-07-21,120,62,0,182,451.76,10,30
2022-07-22,120,62,0,182,403.52,11,31
2022-07-23,120,62,0,182,441.74,10,32
2022-07-24,120,62,0,182,460.94,10,32
2022-07-25,120,62,0,182,450.92,10.5,33
2022-07-26,120,62,0,182,454.26,10,34
2022-07-27,120,63,0,183,449.82,10.5,34
2022-07-28,120,63,0,183,452.66,10.5,34
2022-07-29,120,63,0,183,422.96,10.5,33
2022-07-30,120,63,0,183,430.8,10.5,33
2022-07-31,120,63,0,183,446.92,10.5,31
2022-08-01,120,63,0,183,451.24,10,31
2022-08-02,120,63,0,183,460.26,10,33
2022-08-03,120,60,0,180,464.36,10,33
2022-08-04,120,60,0,180,456.84,9.5,33
2022-08-05,120,60,0,180,417.54,10.5,33
2022-08-06,115.5,34.5,0,150,586,8,32
2022-08-07,108,0,0,108,574,5,32
2022-08-08,96,38,0,134,627.7,4.5,33
2022-08-09,120,67,0,187,459.8,9,33
2022-08-10,120,67,0,187,465.66,10,33
2022-08-11,120,67,0,187,456.26,10.5,32
2022-08-12,120,65,0,185,400,11.5,32
2022-08-13,120,65,0,185,453.92,11,32
2022-08-14,120,65,0,185,456.26,11,31
2022-08-15,120,65,0,185,435.14,11,31
2022-08-16,120,67,0,187,444.16,11,31
2022-08-17,120,67,0,187,440.38,11,30
2022-08-18,120,67,0,187,436.3,11,31
2022-08-19,120,67,0,187,395.74,12,32
2022-08-20,120,67,0,187,449.2,11,33
2022-08-21,120,64,0,184,458.88,10.5,33
2022-08-22,120,65,0,185,466.1,10,32
2022-08-23,120,67,0,187,441.28,10.5,32
2022-08-24,120,67,0,187,441.84,10.5,34
2022-08-25,120,65,0,185,444.32,10.5,34
2022-08-26,120,65,0,185,398.98,11.5,33
2022-08-27,120,65,0,185,438.64,10.5,33
2022-08-28,120,68,0,188,465.42,10,35
2022-08-29,120,70,0,190,454.4,10.5,33
2022-08-30,120,65,0,185,470.3,10,33
2022-08-31,120,65,0,185,459.5,10,32
2022-09-01,120,65,0,185,453.7,10,32
2022-09-02,120,65,0,185,411.2,11,32
2022-09-03,120,65,0,185,448.94,10,31
2022-09-04,120,65,0,185,452.8,10,30
2022-09-05,120,65,0,185,453.5,10,30
2022-09-06,120,65,0,185,450.1,10.5,30
2022-09-07,120,65,0,185,445.64,10.5,31
2022-09-08,120,65,0,185,428,11,32
2022-09-09,120,65,0,185,398.2,11.5,33
2022-09-10,120,67,0,187,455.56,11,32
2022-09-11,120,67,0,187,446.14,11,32
2022-09-12,120,67,0,187,440.62,11,31
2022-09-13,120,67,0,187,458.88,11,31
2022-09-14,120,67,0,187,436.96,11,30
2022-09-15,120,67,0,187,425.52,11.5,31
2022-09-16,120,67,0,187,384.48,12.5,31
2022-09-17,120,67,0,187,434.86,11.5,31
2022-09-18,120,67,0,187,439,11.5,30
2022-09-19,120,67,0,187,433.44,11.5,29
2022-09-20,120,67,0,187,418.64,11.5,29
2022-09-21,120,67,0,187,422.94,11.5,29
2022-09-22,120,67,0,187,406.56,12,30
2022-09-23,120,67,0,187,374.9,13,31
2022-09-24,120,65,0,185,406.42,12,34
2022-09-25,120,65,0,185,434.3,12,33
2022-09-26,120,50,0,170,430.48,10.5,33
2022-09-27,120,50,0,170,423.86,10,34
2022-09-28,120,55,0,175,429.14,11,32
2022-09-29,120,65,0,185,420.66,11.5,32
2022-09-30,120,65,0,185,388.14,12.5,32
2022-10-01,120,65,0,185,431.36,11.5,33
2022-10-02,120,65,0,185,428.48,11,31
2022-10-03,120,65,0,185,434.74,11,31
2022-10-04,120,67,0,187,421.5,12,30
2022-10-05,120,67,0,187,425.12,12,30
2022-10-06,120,61,0,181,394.1,12,29
2022-10-07,120,65,0,185,388.86,13,27
2022-10-08,120,65,0,185,385.96,13,27
2022-10-09,120,67,0,187,397.3,13,28
2022-10-10,120,67,0,187,384.32,13.5,28
2022-10-11,120,67,0,187,394.8,13.5,28
2022-10-12,120,67,0,187,391.76,13.5,28
2022-10-13,120,67,0,187,383.42,13.5,28
2022-10-14,120,67,0,187,367.94,14.5,27
2022-10-15,120,67,0,187,393.8,14,29
2022-10-16,120,67,0,187,405.56,13.5,33
2022-10-17,120,67,0,187,387.1,13.5,29
2022-10-18,120,67,0,187,385.36,14,28
2022-10-19,120,67,0,187,396.02,14,28
2022-10-20,120,67,0,187,404.66,14,28
2022-10-21,120,67,0,187,373.1,14.5,27
2022-10-22,120,67,0,187,366.64,14.5,26
2022-10-23,120,67,0,187,374.16,14,26
2022-10-24,120,67,0,187,383.9,14,26
2022-10-25,120,67,0,187,375.92,14.5,31
2022-10-26,120,67,0,187,391.34,14,30
2022-10-27,120,67,0,187,375.62,14.5,29
2022-10-28,120,67,0,187,367.52,15.5,28
2022-10-29,120,67,0,187,382.76,14,28
2022-10-30,120,67,0,187,394.22,14,27
2022-10-31,120,67,0,187,386.26,14.5,23
2022-11-01,120,67,0,187,383.34,15,26
2022-11-02,120,67,0,187,375.46,15.5,25
2022-11-03,120,67,0,187,382.1,16,26
2022-11-04,120,42,0,162,375.36,13,26
2022-11-05,120,42,0,162,424.52,12,26
2022-11-06,120,42,0,162,440.5,12.5,27
2022-11-07,120,42,0,162,422.06,12.5,25
2022-11-08,108,42,0,150,469.8,9.5,22
2022-11-09,108,46,0,154,464.38,10.5,22
2022-11-10,108,46,0,154,413.16,11,23
2022-11-11,120,46,0,166,392.24,12,24
2022-11-12,120,46,0,166,407.72,13,26
2022-11-13,120,46,0,166,411.28,13,27
2022-11-14,120,46,0,166,422.16,13,26
2022-11-15,120,46,0,166,441.32,12,24
2022-11-16,120,46,0,166,437.08,12,23
2022-11-17,120,46,0,166,416.84,12.5,23
2022-11-18,120,46,0,166,399.22,13.5,24
2022-11-19,120,46,0,166,399.34,13,26
2022-11-20,120,46,0,166,430.98,12.5,28
2022-11-21,120,46,0,166,420.56,13,31
2022-11-22,120,46,0,166,443.28,12.5,25
2022-11-23,120,47,0,167,426.86,13,24
2022-11-24,120,47,0,167,442.98,12.5,22
2022-11-25,120,47,0,167,408.34,13,20
2022-11-26,120,47,0,167,485.88,12,19
2022-11-27,120,47,0,167,451.04,12,23
2022-11-28,120,47,0,167,492.94,11.5,25
2022-11-29,120,47,0,167,449.82,11.5,23
2022-11-30,120,47,0,167,454.24,11.5,23
2022-12-01,120,48,0,168,409.94,12.5,24
2022-12-02,120,73,0,193,401.7,14,23
2022-12-03,120,73,0,193,388.04,15,24
2022-12-04,120,73,0,193,407.04,15,24
2022-12-05,120,73,0,193,413.26,15,22
2022-12-06,120,73,0,193,430.88,14.5,21
2022-12-07,120,73,0,195,403.8,15,21
2022-12-08,120,73,0,195,403.32,15,22
2022-12-09,120,73,0,195,418.86,15,23
2022-12-10,120,75,0,195,418.76,15,24
2022-12-11,120,75,0,195,408.46,15,25
2022-12-12,120,75,0,195,402.8,15,25
2022-12-13,120,75,0,195,419.32,14.5,22
2022-12-14,120,74,0,194,435.42,14.5,21
2022-12-15,120,74,0,194,396.02,15,22
2022-12-16,120,74,0,194,401.54,15.5,24
2022-12-17,120,74,0,194,391.44,15.5,25
2022-12-18,120,74,0,194,393.26,15.5,26
2022-12-19,120,74,0,194,391.82,15.5,24
2022-12-20,120,74,0,194,409.98,15.5,23
2022-12-21,120,73,0,193,432.24,14.5,21
2022-12-22,120,75,0,195,424,14.5,20
2022-12-23,120,76,0,196,448.68,14.5,20
2022-12-24,120,76,0,196,486.6,13.5,18
2022-12-25,120,76,0,196,483.78,12.5,19
2022-12-26,120,76,0,196,552.22,12,17
2022-12-27,120,76,0,196,501.28,12.5,17
2022-12-28,120,78,0,198,509.42,13,18
2022-12-29,120,78,0,198,434.98,13.5,18
2022-12-30,120,75,0,195,469.14,13,19
2022-12-31,120,78,0,198,438.94,13.5,20
2023-01-01,120,78,0,198,538.68,12,22
2023-01-02,120,78,0,198,489.28,12.5,21
2023-01-03,120,78,0,198,516.62,12,21
2023-01-04,120,78,0,198,489.8,12.5,20
2023-01-05,120,77,0,197,516.34,12.5,18
2023-01-06,120,77,0,197,485.4,12.5,19
2023-01-07,120,77,0,197,557.6,11,19
2023-01-08,120,77,0,197,481.22,12.5,19
2023-01-09,120,77,0,197,532.2,12,17
2023-01-10,120,77,0,197,453.52,13,19
2023-01-11,120,77,0,197,483.26,12.5,21
2023-01-12,120,77,0,197,481.3,12.5,17
2023-01-13,120,77,0,197,480.4,12.5,18
2023-01-14,120,77,0,197,465.28,13,17
2023-01-15,120,77,0,197,490.4,12.5,18
2023-01-16,120,77,0,197,512.82,12,19
2023-01-17,120,79,0,199,492.02,12.5,19
2023-01-18,120,79,0,199,459.88,13.5,20
2023-01-19,120,77,0,197,463.7,13,22
2023-01-20,120,77,0,197,456.34,13,24
2023-01-21,120,77,0,197,463.74,13,19
2023-01-22,120,75,0,195,480.4,12.5,19
2023-01-23,120,74,0,194,497.88,12,22
2023-01-24,120,72,0,192,474.32,12.5,22
2023-01-25,120,74,0,194,459.32,13,20
2023-01-26,120,75,0,195,437.76,13.5,20
2023-01-27,120,72,0,192,453.64,13,26
2023-01-28,120,70,0,190,456.94,13,25
2023-01-29,120,72,0,192,473.34,13,21
2023-01-30,120,72,0,192,435.24,13,19
2023-01-31,120,74,0,194,553.08,11.5,15
2023-02-01,120,73,0,193,543.82,11.5,17
2023-02-02,120,74,0,194,532,11.5,15
2023-02-03,120,74,0,194,542.48,11.5,16
2023-02-04,120,75,0,195,575.62,11,15
2023-02-05,120,75,0,195,497.88,11.5,19
2023-02-06,120,74,0,194,565.98,11,15
2023-02-07,120,78,0,198,573.04,10.5,12
2023-02-08,108,80,0,188,666.34,9,12
2023-02-09,120,81,0,201,591.96,9.5,14
2023-02-10,120,79,0,199,522.16,10.5,16
2023-02-11,120,81,0,201,524.48,11.5,16
2023-02-12,120,79,0,199,576.36,10.5,13
2023-02-13,120,79,0,199,528.72,11,15
2023-02-14,120,79,0,199,531.36,11.5,15
2023-02-15,120,78,0,198,584.72,11,14
2023-02-16,120,77,0,197,526.18,10.5,16
2023-02-17,120,79,0,199,488.7,12,17
2023-02-18,120,78,0,198,502.3,12.5,18
2023-02-19,120,78,0,198,507.34,13,19
2023-02-20,120,73,0,193,526.6,11,18
2023-02-21,120,74,0,194,469.54,13,19
2023-02-22,120,77,0,197,451.08,13.5,18
2023-02-23,120,76,0,196,461.94,13.5,17
2023-02-24,120,76,0,196,474.9,13,18
2023-02-25,120,77,0,197,425.1,14,18
2023-02-26,120,77,0,197,444.12,14,19
2023-02-27,120,75,0,195,444.12,14.5,23
2023-02-28,120,71,0,191,394.74,14.5,29
2023-03-01,120,72,0,192,372.86,15.5,29
2023-03-02,120,73,0,193,356.32,15.5,31
2023-03-03,108,72,0,180,377.16,15,22
2023-03-04,108,72,0,180,390.7,14.5,25
2023-03-05,108,70,0,178,390.52,14.5,25
2023-03-06,120,70,0,190,381.7,15.5,19
2023-03-07,112,75,0,187,377.16,16,20
2023-03-08,120,71,0,191,389.64,15,19
2023-03-09,120,73,0,193,364.38,15.5,20
2023-03-10,120,73,0,193,398.48,16,23
2023-03-11,120,73,0,193,368.06,16.5,28
2023-03-12,120,73,0,193,374.84,16,28
2023-03-13,120,71,0,191,375.28,16,27
2023-03-14,120,73,0,193,433.24,14.5,17
2023-03-15,108,77,0,185,428.78,13.5,17
2023-03-16,108,77,0,185,374.66,14.5,22
2023-03-17,120,77,0,197,384.44,16,22
2023-03-18,120,74,0,194,373.36,16,20
2023-03-19,120,74,0,194,406.68,15,17
2023-03-20,120,75,0,195,457.34,14,15
2023-03-21,120,76,0,196,387.5,15,19
2023-03-22,120,74,0,194,423.24,14.5,22
2023-03-23,120,76,0,196,423.84,15,24
2023-03-24,120,73,0,193,404.38,15,30
2023-03-25,120,73,0,193,409.52,15,23
2023-03-26,120,74,0,194,380.02,15.5,18
2023-03-27,120,75,0,195,381.96,16.5,18
2023-03-28,120,73,0,193,381.72,16,20
2023-03-29,120,74,0,194,390.02,16,22
2023-03-30,120,76,0,196,387.82,16,20
2023-03-31,120,75,0,195,387.78,15.5,15
2023-04-01,120,77,0,197,369.46,16.5,19
2023-04-02,120,76,0,196,374.24,16.5,23
2023-04-03,120,72,0,192,375.48,16.5,27
2023-04-04,120,69,0,189,356.52,16.5,33
2023-04-05,120,69,0,189,372.58,16.5,22
2023-04-06,120,72,0,192,356.8,16.5,22
2023-04-07,120,67,0,187,360.64,16,35
2023-04-08,120,70,0,190,366.5,16.5,28
2023-04-09,120,70,0,190,392.56,16,35
2023-04-10,120,66,0,186,406.32,15.5,35
2023-04-11,120,70,0,190,363.72,16,20
2023-04-12,120,71,0,191,401.58,15,15
2023-04-13,120,72,0,192,369.58,15.5,18
2023-04-14,120,71,0,191,346.7,16.5,24
2023-04-15,120,67,0,187,359.22,16.5,25
2023-04-16,120,67,0,187,357.62,16,25
2023-04-17,120,68,0,188,359.14,16,26
2023-04-18,120,67,0,187,339.34,16.5,32
2023-04-19,120,66,0,186,379.1,15.5,37
2023-04-20,120,68,0,188,432.6,15,21
2023-04-21,120,70,0,190,405.86,15.5,22
2023-04-22,120,66,0,186,289.7,18,22
2023-04-23,120,66,0,186,295.3,18,23
2023-04-24,120,67,0,187,335.48,17.5,24
2023-04-25,120,69,0,189,346.3,16.5,22
2023-04-26,120,69,0,189,345.82,16.5,25
2023-04-27,120,68,0,188,346.46,16.5,28
2023-04-28,120,68,0,188,370.16,16.5,22
2023-04-29,120,69,0,189,338.38,16.5,20
2023-04-30,120,69,0,189,342.88,16,20
2023-05-01,120,71,0,191,348.84,16.5,23
2023-05-02,120,70,0,190,338.08,16.5,24
2023-05-03,120,68,0,188,332.78,16.5,24
2023-05-04,120,63,0,183,332.72,16,30
2023-05-05,120,66,0,186,352.9,16.5,37
2023-05-06,120,66,0,186,341.02,16.5,25
2023-05-07,120,65,0,185,354.14,16,23
2023-05-08,120,67,0,187,339.12,16,24
2023-05-09,120,54,0,174,334.32,15.5,25
2023-05-10,120,45,0,165,340.86,15,28
2023-05-11,120,43,0,163,350.6,14.5,30
2023-05-12,120,43,0,163,349.94,15,26
2023-05-13,120,45,0,165,332.8,15,24
2023-05-14,120,48,0,168,348.88,14.5,26
2023-05-15,120,56,0,176,357.04,15,27
2023-05-16,120,66,0,186,349.98,16,32
2023-05-17,120,65,0,185,349.52,15,33
2023-05-18,120,68,0,188,353.16,16,23
2023-05-19,120,68,0,188,354.46,16.5,24
2023-05-20,120,66,0,186,339.7,16,25
2023-06-01,120,62,0,182,397.06,13,40
2023-06-02,108,60,0,168,401.86,12.5,45
2023-06-03,120,64,0,184,418.94,12.5,27
2023-06-04,120,67,0,187,389.66,13,28
2023-06-05,120,67,0,187,382.62,14,27
2023-06-06,120,68,0,188,373.44,15,27
2023-06-07,120,66,0,186,381.7,14.5,29
2023-06-08,120,65,0,185,399.38,13.5,38
2023-06-09,120,59,0,179,394.68,13,39
2023-06-10,120,64,0,184,420.46,12.5,27
2023-06-11,120,64,0,184,391.82,13,28
2023-06-12,120,65,0,185,390.36,13.5,28
2023-06-13,120,64,0,184,413.2,13.5,32
2023-06-14,120,63,0,183,396.16,13,28
2023-06-15,120,67,0,187,372.58,14,27
2023-06-16,120,65,0,185,356.98,14.5,32
2023-06-17,120,61,0,181,418.24,13,37
2023-06-18,120,63,0,183,395.66,13,29
2023-05-21,120,65,0,185,335.68,15,30
2023-05-22,120,65,0,185,358.08,15,33
2023-05-23,120,68,0,188,365.1,15,30
2023-05-24,120,69,0,189,381.96,15,34
2023-05-25,120,71,0,191,355.22,15.5,27
2023-05-26,120,67,0,187,356.18,16,30
2023-05-27,120,61,0,181,395.6,14,40
2023-05-28,120,61,0,181,415.02,13,34
2023-05-29,120,66,0,186,378.04,14,27
2023-05-30,120,66,0,186,376.92,14.5,29
2023-05-31,120,67,0,187,369.6,14.5,30
2023-06-19,120,64,0,184,395.44,13,28
2023-06-20,120,64,0,184,402.32,12.5,28
2023-06-21,120,64,0,184,401.1,13,29
2023-06-22,120,62,0,182,400.06,13,29
2023-06-23,120,61,0,181,386.26,13.5,30
2023-06-24,120,60,0,180,395.42,12.5,31
2023-06-25,120,60,0,180,429.2,12,31
2023-06-26,120,62,0,182,405.96,12,30
2023-06-27,120,62,0,182,410.84,12.5,32
2023-06-28,120,62,0,182,391.9,12.5,31
2023-06-29,120,61,0,181,369.68,13.5,30
2023-06-30,120,61,0,181,355.76,13.5,30
2023-07-01,120,61,0,181,394.8,13.5,30
2023-07-02,120,60,0,180,414.78,12,29
2023-07-03,120,60,0,180,415.68,12,32
2023-07-04,120,60,0,180,441.54,11.5,33
2023-07-05,120,59,0,179,442.26,11.5,30
2023-07-06,120,59,0,179,440.46,11.5,30
2023-07-07,120,59,0,179,403.94,12.5,30
2023-07-08,120,60,0,180,431.7,11.5,31
2023-07-09,120,64,0,184,437.46,11.5,31
2023-07-10,120,65,0,185,435.5,11.5,30
2023-07-11,120,63,0,183,454.9,11.5,32
2023-07-12,120,64,0,184,453.9,11.5,33
2023-07-13,120,64,0,184,446.6,11.5,33
2023-07-14,120,61,0,181,411.86,12,34
2023-07-15,120,63,0,183,454.18,11.5,35
2023-07-16,120,66,0,186,471.84,11,35
2023-07-17,120,68,0,188,460.48,11,37
2023-07-18,120,68,0,188,476.8,11,35
2023-07-19,120,68,0,188,474.56,10.5,34
2023-07-20,120,68,0,188,429.82,11,36
2023-07-21,120,68,0,188,411.34,12,33
2023-07-22,120,69,0,189,449.88,11,35
2023-07-23,120,68,0,188,466.24,10.5,35
2023-07-24,120,66,0,186,498.36,10,37
2023-07-25,120,68,0,188,477.54,10,35
2023-07-26,120,66,0,186,481.32,10,37
2023-07-27,120,67,0,187,502.88,10,37
2023-07-28,120,67,0,187,428.08,11,37
2023-07-29,120,67,0,187,466.08,10.5,32
2023-07-30,120,65,0,185,472.1,10.5,32
2023-07-31,120,66,0,186,467.86,10,33
2023-08-01,120,81,0,201,461.36,12,32
2023-08-02,120,95,0,215,462.28,12.5,34
2023-08-03,120,93,0,213,439.16,12.5,31
2023-08-04,120,92,0,212,403.6,13,31
2023-08-05,120,93,0,213,444.5,13,33
2023-08-06,120,94,0,214,452.08,12.5,35
2023-08-07,120,93,0,213,446.92,12.5,34
2023-08-08,120,92,0,212,484.76,12.5,33
2023-08-09,120,94,0,214,460.34,12.5,33
2023-08-10,120,93,0,213,441.58,12.5,32
2023-08-11,120,92,0,212,404.14,13,30
2023-08-12,120,88,0,208,453.66,12.5,32
2023-08-13,120,81,0,201,492.9,11.5,30
2023-08-14,120,90,0,210,505.24,11.5,32
2023-08-15,120,92,0,212,490.68,11.5,32
2023-08-16,120,89,0,209,464.82,12,32
2023-08-17,120,94,0,214,460.44,12.5,32
2023-08-18,120,94,0,214,417.18,13,32
2023-08-19,120,94,0,214,456.7,12.5,32
2023-08-20,120,94,0,214,449,12.5,32
2023-08-21,120,94,0,214,446.88,13,30
2023-08-22,120,95,0,215,443.44,13,31
2023-08-23,120,94,0,214,440.84,13,31
2023-08-24,120,93,0,213,422.78,13,30
2023-08-25,120,94,0,214,405.4,14,31
2023-08-26,120,95,0,215,439.62,13.5,32
2023-08-27,120,95,0,215,449.36,13,32
2023-08-28,120,93,0,213,448.74,12.5,32
2023-08-29,120,92,0,212,446.6,12.5,32
2023-08-30,120,95,0,215,452.84,13,33
2023-08-31,120,95,0,215,443.98,13,33
2023-09-01,120,66,0,186,418.08,12,30
2023-09-02,120,66,0,186,449.24,11.5,30
2023-09-03,120,65,0,185,450.22,11,31
2023-09-04,120,65,0,185,455.62,11,31
2023-09-05,120,65,0,185,456.64,11,35
2023-09-06,120,65,0,185,490.52,11,37
2023-09-07,120,65,0,185,452.66,10.5,37
2023-09-08,120,63,0,183,435.8,11.5,41
2023-09-09,120,62,0,182,493.84,10,34
2023-09-10,120,67,0,187,473.16,11,33
2023-09-11,120,68,0,188,479.4,11,37
2023-09-12,120,66,0,186,493.32,10.5,35
2023-09-13,120,69,0,189,479.7,10.5,30
2023-09-14,120,69,0,189,430.86,12,31
2023-09-15,120,70,0,190,397.82,13,31
2023-09-16,120,65,0,185,435.78,12,31
2023-09-17,120,59,0,179,436.72,11.5,30
2023-09-18,120,59,0,179,446.78,11.5,30
2023-09-19,120,59,0,179,445.56,11.5,30
2023-09-20,120,63,0,183,445.62,11.5,29
2023-09-21,120,70,0,190,421.48,12.5,30
2023-09-22,120,70,0,190,391.14,13.5,32
2023-09-23,120,69,0,189,446.08,12.5,32
2023-09-24,120,70,0,190,454.22,12,31
2023-09-25,120,71,0,191,443.06,12.5,31
2023-09-26,120,70,0,190,415,12,30
2023-09-27,120,70,0,190,422.68,12.5,31
2023-09-28,120,70,0,190,413.1,13,33
2023-09-29,120,69,0,189,409.4,13.5,33
2023-09-30,120,70,0,190,439.56,13.5,32
